Farm_ID,Crop_Type,Farm_Area(acres),Irrigation_Type,Fertilizer_Used(tons),Pesticide_Used(kg),Yield(tons),Soil_Type,Season,Water_Usage(cubic meters)
F1017,Jute,19.37319355,Flood,4.379220356,1.912220637,29.96034944,Peaty,Rabi,62550.66623
F1018,Jute,91.21660671,Sprinkler,8.234330907,1.586752826,43.06809595,Silty,Zaid,89317.15514
F1019,Jute,446.5192121,Flood,4.901250095,1.467106867,22.69023656,Clay,Kharif,34367.5848
F1020,Jute,128.3530524,Sprinkler,9.974641185,2.411828793,23.79671747,Loamy,Kharif,53469.53351
F1021,Jute,183.5929503,Flood,6.031533565,4.585273312,59.95570448,Silty,Rabi,34691.15764
F1022,Jute,61.6192874,Flood,3.890459374,2.78176841,33.06556998,Silty,Rabi,98274.01934
F1023,Jute,118.9570393,Sprinkler,2.981001933,1.345641714,49.92735648,Loamy,Rabi,87188.17351
F1024,Jute,264.4200397,Sprinkler,4.154684809,0.846372512,52.26660212,Silty,Rabi,89678.31949
F1025,Jute,307.7988147,Flood,4.352799464,3.632702653,54.32093084,Loamy,Kharif,95657.5662
F1026,Jute,130.2226339,Rain-fed,1.6184231,2.22259444,59.9051319,Clay,Zaid,35957.24403
F1027,Jute,38.28875802,Manual,4.326167795,4.19823926,29.65985941,Peaty,Zaid,56991.83148
F1028,Jute,201.6061059,Rain-fed,5.178146678,3.467798459,21.61403307,Clay,Zaid,34972.44223
F1029,Jute,124.7596518,Rain-fed,7.50463977,4.083086527,36.44766072,Peaty,Zaid,44755.51711
F1030,Jute,117.5814224,Sprinkler,6.910565362,1.723757177,25.20322679,Loamy,Rabi,46055.60439
F1031,Jute,480.3327733,Manual,7.378890897,3.615615151,20.89703557,Peaty,Rabi,62837.50477
F1032,Jute,311.9872381,Rain-fed,1.075273137,1.688278931,34.41707309,Clay,Rabi,48799.35172
F1033,Jute,282.8704372,Sprinkler,2.959006596,4.725808158,51.34953004,Peaty,Zaid,37068.46748
F1034,Jute,213.7298007,Rain-fed,6.955158596,3.363684267,42.64722765,Loamy,Rabi,41724.37624
F1035,Jute,220.1827234,Rain-fed,5.355904314,1.960303101,32.51111957,Peaty,Rabi,40309.28945
F1036,Jute,275.0434519,Sprinkler,1.047821281,1.71280338,46.17368022,Silty,Kharif,98115.37585
F1037,Jute,351.2506054,Sprinkler,8.240451782,1.359169633,29.28072721,Clay,Kharif,83150.47548
F1038,Jute,354.0515871,Sprinkler,7.95528616,3.625884315,20.57525784,Silty,Rabi,97743.30257
F1039,Jute,94.13001478,Manual,5.935772467,1.484220258,50.57413546,Loamy,Kharif,60781.83406
F1040,Jute,255.0552485,Rain-fed,1.598169932,3.178864697,44.94972339,Peaty,Kharif,49485.79372
F1041,Jute,211.8594666,Sprinkler,7.898635446,1.690857621,50.49210498,Silty,Rabi,85880.5238
F1042,Jute,436.5582135,Flood,6.25342229,3.478860252,21.55752067,Silty,Rabi,52837.77426
F1043,Jute,319.3952714,Rain-fed,8.037639794,4.167228778,53.48478511,Peaty,Rabi,50956.83616
F1044,Jute,270.9269925,Flood,7.765722932,4.001113594,44.781048,Peaty,Rabi,46275.41945
F1045,Jute,66.54337467,Manual,8.227018648,3.923830989,42.53581403,Clay,Zaid,39077.52848
F1046,Jute,306.7625658,Sprinkler,5.662072598,1.344750826,44.98456192,Silty,Zaid,47952.41427
F1047,Jute,67.42991378,Flood,2.262920664,0.897732261,54.57732987,Silty,Rabi,54872.38239
F1048,Jute,175.231222,Manual,7.04041726,3.645269728,43.47746026,Loamy,Kharif,77179.59457
F1049,Jute,79.99256276,Sprinkler,6.584264065,2.157562462,43.2380152,Clay,Rabi,34379.53896
F1000,Kidneybeans,113.1484004,Sprinkler,1.783154965,2.47180376,32.47517743,Peaty,Kharif,33625.01221
F1001,Kidneybeans,406.4215837,Sprinkler,6.011064198,4.276311777,33.59887455,Peaty,Kharif,69011.74027
F1002,Kidneybeans,81.99174256,Sprinkler,8.606087663,1.223058131,23.15757612,Clay,Kharif,40922.50679
F1003,Kidneybeans,177.8961218,Manual,8.163337484,0.61237248,37.71192546,Silty,Zaid,88421.36668
F1004,Kidneybeans,433.6828717,Flood,2.576108261,2.520674456,30.44194105,Peaty,Rabi,55083.42597
F1005,Kidneybeans,85.91340246,Sprinkler,7.05488153,1.568653505,33.73546809,Loamy,Kharif,93902.47113
F1006,Kidneybeans,50.54104945,Sprinkler,2.984538371,0.72326468,53.38287161,Loamy,Zaid,69598.17205
F1007,Kidneybeans,247.4236176,Rain-fed,2.963867811,3.760692291,57.41938054,Clay,Rabi,42787.0669
F1008,Kidneybeans,158.1855605,Manual,8.86664596,1.0021685,27.42932288,Loamy,Zaid,39771.92072
F1009,Kidneybeans,286.0700986,Manual,3.247020575,3.23743775,34.90035726,Peaty,Zaid,70353.07063
F1010,Kidneybeans,403.8643963,Flood,3.369226119,1.764723876,57.14522248,Loamy,Rabi,83331.85283
F1011,Kidneybeans,77.20275919,Manual,1.005880517,1.280732227,22.47233843,Peaty,Kharif,84705.39534
F1012,Kidneybeans,294.5425514,Rain-fed,8.836021307,2.208881853,23.69442112,Loamy,Zaid,49303.01831
F1013,Kidneybeans,257.6992926,Rain-fed,8.133353319,4.106505993,26.51163957,Silty,Zaid,44297.27312
F1014,Kidneybeans,80.59860515,Flood,6.645960416,2.264421096,43.80851337,Clay,Kharif,31172.94131
F1015,Kidneybeans,315.7592579,Rain-fed,7.752391875,3.878463421,26.01889084,Clay,Kharif,77543.94058
F1016,Kidneybeans,144.0838048,Sprinkler,2.368437107,1.064688336,58.72305526,Silty,Rabi,35359.77809
F1017,Kidneybeans,249.0388161,Sprinkler,5.124912351,3.977471388,37.86858109,Silty,Rabi,59453.28412
F1018,Kidneybeans,50.3134389,Rain-fed,4.160974486,1.566199962,40.06071841,Clay,Rabi,72117.75148
F1019,Kidneybeans,235.196188,Flood,1.843988736,3.548269084,29.86634463,Silty,Kharif,95597.62614
F1020,Kidneybeans,160.1670993,Manual,5.375174367,3.046016997,38.8384101,Peaty,Zaid,51826.14959
F1021,Kidneybeans,412.9667935,Flood,9.286656853,4.681151227,46.47654531,Loamy,Zaid,47484.05137
F1022,Kidneybeans,37.91957623,Manual,1.360532071,2.242951331,50.04708548,Clay,Rabi,75791.2108
F1023,Kidneybeans,215.1175647,Rain-fed,3.623148221,0.79774335,50.15472331,Silty,Kharif,73346.73224
F1024,Kidneybeans,234.6313978,Rain-fed,2.867868426,0.586199685,43.11564451,Peaty,Zaid,53247.68483
F1025,Kidneybeans,365.2529774,Sprinkler,3.143319883,4.220863524,56.174391,Clay,Rabi,94967.12849
F1026,Kidneybeans,291.4009118,Manual,9.175910967,2.861310369,52.69631389,Silty,Zaid,89140.36292
F1027,Kidneybeans,336.9340452,Flood,5.212621488,3.988598233,50.28192459,Clay,Zaid,45678.77821
F1028,Kidneybeans,390.75415,Rain-fed,5.196694716,1.5549152,22.22422087,Silty,Kharif,46739.97818
F1029,Kidneybeans,432.4794571,Flood,7.845180782,2.052876855,20.27511849,Clay,Kharif,65861.02428
F1030,Kidneybeans,163.7989934,Sprinkler,2.390429836,0.635467425,28.49789109,Peaty,Zaid,84150.04712
F1031,Kidneybeans,273.6311256,Manual,5.385388187,4.826715461,46.54094376,Peaty,Rabi,33082.82656
F1032,Kidneybeans,421.6529584,Manual,4.869866927,3.50540558,36.44789956,Loamy,Kharif,78533.46076
F1033,Kidneybeans,494.8310542,Rain-fed,6.372196215,4.699422895,36.09625037,Clay,Zaid,75376.51282
F1034,Kidneybeans,445.8644624,Manual,9.996019329,1.694733833,55.38347553,Loamy,Kharif,46203.60671
F1035,Kidneybeans,192.0189587,Rain-fed,7.925040047,3.251586251,55.82251393,Clay,Kharif,77694.71093
F1036,Kidneybeans,105.6315934,Sprinkler,4.580791327,3.553249857,56.36701056,Silty,Kharif,95812.82339
F1037,Kidneybeans,249.8023433,Manual,8.44797747,1.928973651,32.55512306,Silty,Zaid,33275.00915
F1038,Kidneybeans,373.4043114,Rain-fed,2.53637527,4.316491558,47.64223251,Loamy,Rabi,52375.64387
F1039,Kidneybeans,251.3588447,Flood,1.274173177,4.762226583,30.86532725,Clay,Rabi,60672.37017
F1040,Kidneybeans,246.758623,Rain-fed,2.840035352,4.48184803,27.62439332,Loamy,Rabi,92948.22512
F1041,Kidneybeans,420.7329063,Manual,4.063704005,3.825801392,27.38529829,Peaty,Kharif,97358.30126
F1042,Kidneybeans,187.0878517,Sprinkler,5.595226817,1.748591059,33.68430483,Loamy,Zaid,61088.06725
F1043,Kidneybeans,431.2993907,Manual,6.536162265,1.767272189,37.19830479,Loamy,Kharif,82501.98885
F1044,Kidneybeans,209.3343525,Manual,9.195451455,4.835121442,53.23796684,Silty,Rabi,67216.27166
F1045,Kidneybeans,170.8342218,Rain-fed,5.588686086,0.546280232,24.79564374,Loamy,Rabi,67644.80543
F1046,Kidneybeans,232.4550565,Flood,5.511480802,3.72222488,49.3970339,Clay,Zaid,49466.96605
F1047,Kidneybeans,383.5990098,Manual,1.452187088,3.678107731,41.25819657,Silty,Kharif,45186.93721
F1048,Kidneybeans,71.74099365,Flood,1.314203974,3.302102934,31.51781371,Loamy,Rabi,50160.37421
F1049,Kidneybeans,106.2454158,Rain-fed,5.960439657,4.955489807,39.71278338,Peaty,Zaid,68942.96051
F1000,Lentil,24.28604115,Flood,4.020609457,3.622125006,40.02843703,Loamy,Kharif,87069.34318
F1001,Lentil,454.5519827,Flood,1.69126697,2.987430656,45.79444891,Peaty,Kharif,92608.30721
F1002,Lentil,86.57901768,Sprinkler,3.114948498,1.473127377,20.94129978,Clay,Kharif,87652.44946
F1003,Lentil,117.8434517,Flood,8.471358847,1.438647655,37.18491456,Clay,Kharif,92915.15228
F1004,Lentil,263.9553265,Manual,9.53426384,1.833764031,31.15752304,Silty,Rabi,68717.83797
F1005,Lentil,357.9562355,Flood,3.741421202,4.598612019,25.16697781,Clay,Rabi,86858.06847
F1006,Lentil,56.90723682,Sprinkler,3.380642236,2.963366782,23.98186051,Peaty,Zaid,56882.98469
F1007,Lentil,165.6704018,Rain-fed,3.51903387,3.802574197,44.12768662,Loamy,Zaid,76638.7503
F1008,Lentil,484.6505567,Rain-fed,3.499471786,2.059514419,40.94402189,Silty,Kharif,99218.4872
F1009,Lentil,138.5480537,Flood,1.32337164,2.334720968,30.14336468,Clay,Zaid,45800.94067
F1010,Lentil,163.3945711,Manual,9.342247117,1.065045104,38.83800235,Clay,Zaid,57292.98224
F1011,Lentil,419.8842604,Sprinkler,2.923283274,1.27082731,39.68929261,Clay,Kharif,63603.31641
F1012,Lentil,34.60507153,Manual,4.780036667,4.223104497,27.80035922,Peaty,Kharif,39661.08409
F1013,Lentil,237.6604527,Sprinkler,1.087181945,3.131773843,46.08372248,Silty,Zaid,35672.70273
F1014,Lentil,196.0122146,Flood,8.721595818,2.018896096,51.23677426,Peaty,Rabi,88080.60064
F1015,Lentil,165.1275124,Sprinkler,7.5804161,4.11283044,51.65854164,Silty,Zaid,98375.6061
F1016,Lentil,149.9928011,Sprinkler,9.520804317,1.609339575,44.09879323,Loamy,Zaid,58330.75447
F1017,Lentil,54.77331138,Flood,8.034539313,4.892147144,40.4655433,Peaty,Rabi,36135.48853
F1018,Lentil,164.2646564,Manual,3.823358608,2.051679235,22.44028572,Peaty,Rabi,34606.82325
F1019,Lentil,31.09567733,Flood,3.230860229,2.017899294,31.51325195,Loamy,Kharif,92392.27445
F1020,Lentil,392.6722932,Sprinkler,7.279446768,1.903603575,23.73085787,Silty,Kharif,62466.99748
F1021,Lentil,205.131619,Flood,4.277014975,1.049501822,58.55292644,Clay,Zaid,52401.91216
F1022,Lentil,227.5128778,Sprinkler,6.095935142,1.000117163,25.40320585,Loamy,Rabi,63352.28899
F1023,Lentil,447.8613474,Flood,1.056317239,3.416472655,26.07101639,Clay,Kharif,52281.28663
F1024,Lentil,332.4469421,Rain-fed,1.556971315,4.438031201,55.58306473,Clay,Zaid,64232.50427
F1025,Lentil,13.94896064,Rain-fed,5.818311471,4.057342296,57.75713134,Loamy,Rabi,90168.94778
F1026,Lentil,472.1556633,Flood,6.094644818,1.134984173,50.63316157,Silty,Zaid,71461.09597
F1027,Lentil,126.2007883,Manual,7.7630765,2.955119548,20.21619695,Clay,Kharif,78625.7641
F1028,Lentil,62.73095053,Sprinkler,2.187687877,0.975161957,20.05385084,Loamy,Kharif,55526.94734
F1029,Lentil,386.3828074,Rain-fed,5.618647754,0.703825896,35.12403079,Peaty,Rabi,81695.4115
F1030,Lentil,255.2338848,Manual,2.7500288,3.453736367,25.7358148,Peaty,Zaid,76663.19594
F1031,Lentil,222.5475773,Sprinkler,1.838765076,2.908185502,20.73544569,Peaty,Rabi,38369.33984
F1032,Lentil,132.256509,Rain-fed,4.694462147,0.869106583,38.56266758,Loamy,Kharif,70084.99972
F1033,Lentil,278.26103,Rain-fed,2.470029833,0.657226609,57.7224759,Peaty,Kharif,47972.04474
F1034,Lentil,144.4484565,Flood,2.996037804,4.95390386,32.952783,Clay,Zaid,86286.69687
F1035,Lentil,451.7756726,Sprinkler,3.857991219,0.635095995,46.44562714,Peaty,Zaid,59815.63959
F1036,Lentil,115.4501951,Manual,3.334495607,2.500377139,46.08941413,Peaty,Zaid,99627.89156
F1037,Lentil,443.3340237,Manual,1.788321677,2.770785611,30.04320415,Clay,Rabi,36475.03066
F1038,Lentil,284.1086586,Manual,1.809246204,1.027760665,46.01700995,Peaty,Zaid,84624.35039
F1039,Lentil,415.9591856,Sprinkler,2.739244737,1.260778003,28.49335897,Clay,Zaid,77159.12135
F1040,Lentil,359.294538,Manual,1.455032692,2.083122529,24.88029654,Peaty,Kharif,83724.91814
F1041,Lentil,351.3806046,Manual,6.638113177,3.927541443,48.05533142,Clay,Kharif,51527.08568
F1042,Lentil,168.9294458,Manual,3.585940449,2.781870908,24.53763268,Peaty,Zaid,64443.81426
F1043,Lentil,124.6094964,Flood,3.51771371,3.370558435,59.87636874,Clay,Zaid,85755.59638
F1044,Lentil,113.3342516,Flood,3.987984648,4.933285498,27.33809605,Loamy,Kharif,46277.89321
F1045,Lentil,430.023912,Sprinkler,6.965166468,3.956024459,43.76567451,Clay,Zaid,45822.32378
F1046,Lentil,412.0091419,Sprinkler,8.835704933,2.454626742,36.45498286,Peaty,Rabi,68573.56673
F1047,Lentil,225.8810287,Manual,7.831782393,2.508988648,25.0554569,Peaty,Rabi,66649.45057
F1048,Lentil,74.87826061,Flood,7.547763072,3.284474347,21.1137563,Silty,Rabi,49758.37293
F1049,Lentil,197.3036035,Rain-fed,5.35952067,3.494143438,44.90929129,Clay,Zaid,50865.29554
F009,Maize,389.37,Drip,0.57,4.93,3.86,Peaty,Rabi,60202.14
F018,Maize,128.23,Rain-fed,4.91,0.77,16.67,Loamy,Rabi,18660.03
F019,Maize,460.93,Drip,1.09,1.31,39.96,Sandy,Zaid,54314.28
F1000,Maize,146.14413,Manual,4.042759684,4.143537663,35.46828228,Loamy,Kharif,63866.17779
F1001,Maize,388.0409104,Manual,2.141416203,4.777397694,22.04600822,Clay,Kharif,59287.26734
F1002,Maize,329.4314241,Flood,4.525682055,0.599297669,35.91173764,Peaty,Kharif,55046.78745
F1003,Maize,417.8844199,Manual,2.463947336,4.921345725,40.46829788,Loamy,Zaid,71564.64424
F1004,Maize,487.9817839,Rain-fed,7.609291088,0.887594626,39.3317714,Peaty,Zaid,70291.54
F1005,Maize,242.3405052,Sprinkler,2.879478419,4.164740507,35.31136402,Clay,Zaid,41302.04838
F1006,Maize,42.68000189,Flood,1.527087748,1.761506386,53.56586432,Silty,Rabi,63021.78863
F1007,Maize,33.5652321,Rain-fed,5.97129524,1.09480846,25.8130677,Peaty,Zaid,68743.02433
F1008,Maize,154.8758692,Manual,6.357067594,2.479350379,40.22786975,Clay,Rabi,69920.08571
F1009,Maize,466.9468488,Manual,8.847217552,3.397804608,22.48165668,Peaty,Zaid,44707.5035
F1010,Maize,266.3743969,Rain-fed,6.192834512,2.214283303,22.84622716,Clay,Rabi,81958.99746
F1011,Maize,143.1753929,Sprinkler,4.109327684,0.745544337,42.95463399,Clay,Zaid,31763.93664
F1012,Maize,205.5917293,Sprinkler,8.227106934,3.197575128,42.640737,Clay,Zaid,54838.22989
F1013,Maize,303.3116026,Flood,5.862510039,4.560814742,55.12134051,Silty,Kharif,84614.8854
F1014,Maize,329.9453325,Manual,1.713522562,2.224469147,42.31494703,Peaty,Zaid,69472.50447
F1015,Maize,85.42055979,Rain-fed,6.092655043,1.473497499,58.39164082,Loamy,Zaid,48281.37028
F1016,Maize,488.7455215,Sprinkler,9.172166909,2.491598057,21.94779394,Loamy,Kharif,78646.71835
F1017,Maize,276.9383912,Flood,4.566813629,0.7176322,23.92030739,Loamy,Rabi,69717.36609
F1018,Maize,76.48727572,Manual,3.666932217,4.19219413,21.76263446,Loamy,Kharif,85737.05266
F1019,Maize,447.8812741,Manual,2.291225113,4.218533649,27.41107401,Clay,Kharif,81451.76303
F1020,Maize,46.57283123,Flood,2.363009697,3.146002085,41.65080444,Peaty,Rabi,72707.55454
F1021,Maize,454.7903623,Flood,4.894943359,2.088963,45.82288726,Peaty,Zaid,64172.43727
F1022,Maize,498.3171716,Sprinkler,6.361118417,4.09902514,21.82340632,Silty,Rabi,39322.7488
F1023,Maize,353.2115816,Rain-fed,1.725538647,2.996091612,57.83883559,Peaty,Zaid,48293.31125
F1024,Maize,387.5191383,Manual,9.456117301,4.216695388,53.68661507,Peaty,Zaid,59336.9631
F1025,Maize,175.2783899,Rain-fed,7.796202557,3.341564567,31.86449929,Peaty,Rabi,71950.95009
F1026,Maize,471.3726578,Manual,6.279615265,4.029824629,23.08750121,Silty,Kharif,65959.54987
F1027,Maize,269.5598434,Manual,8.455948038,3.193533469,26.79548293,Loamy,Rabi,50172.91682
F1028,Maize,368.8703388,Rain-fed,1.721680811,2.363634807,25.07777655,Peaty,Zaid,30452.50505
F1029,Maize,462.8127808,Flood,5.2915499,4.81075637,24.93135117,Silty,Rabi,64736.74553
F1030,Maize,487.8381882,Sprinkler,6.670838142,2.935012212,40.74246755,Silty,Rabi,49993.8192
F1031,Maize,418.2701347,Manual,8.457876155,3.222902833,29.8338977,Clay,Zaid,81422.58105
F1032,Maize,158.4785784,Flood,8.05122604,1.492194377,34.32558866,Silty,Kharif,31676.23857
F1033,Maize,483.6082831,Manual,3.493623247,3.315428552,59.58021334,Loamy,Rabi,70937.94679
F1034,Maize,317.7785703,Sprinkler,9.467921526,3.072234423,47.37256996,Peaty,Zaid,95903.19663
F1035,Maize,466.0148134,Manual,2.119112573,1.331772791,57.95922668,Silty,Zaid,42208.6487
F1036,Maize,341.2914626,Sprinkler,8.876202568,0.768141938,25.7022622,Loamy,Rabi,63015.46435
F1037,Maize,160.5470913,Sprinkler,9.738462246,3.219616939,35.28557899,Silty,Kharif,36399.53943
F1038,Maize,191.3120168,Manual,2.594381709,3.936615212,42.18927213,Silty,Rabi,73797.73386
F1039,Maize,279.7311708,Manual,7.498594578,2.855306169,23.07032248,Silty,Kharif,68537.21764
F1040,Maize,397.1072724,Sprinkler,1.362569669,1.520476814,20.16749775,Silty,Kharif,58515.58669
F1041,Maize,165.8114502,Flood,4.648805426,3.499348895,46.81737335,Silty,Kharif,66496.3915
F1042,Maize,294.0682714,Rain-fed,5.646549693,0.86047577,45.67278067,Loamy,Kharif,92760.22609
F1043,Maize,179.3562469,Sprinkler,6.225807033,2.488251672,36.4315524,Peaty,Rabi,43740.60116
F1044,Maize,409.7270083,Manual,9.423435234,1.235150413,39.58576304,Peaty,Zaid,31579.51582
F1045,Maize,238.6967659,Manual,7.050256186,1.33006573,36.61772002,Peaty,Zaid,90316.54193
F1046,Maize,47.59418516,Flood,5.331501561,1.410322771,20.96020179,Peaty,Zaid,70398.19577
F1000,Mango,446.4226432,Manual,3.090022218,1.635416313,40.31031353,Clay,Zaid,32991.77242
F1001,Mango,302.5031595,Rain-fed,4.647928246,4.428694162,25.53486379,Loamy,Zaid,90525.66482
F1002,Mango,406.9789341,Rain-fed,3.422454139,1.259863085,59.30958164,Loamy,Rabi,38306.24301
F1003,Mango,220.539948,Sprinkler,2.787684525,0.741356562,29.99891563,Clay,Zaid,42031.35585
F1004,Mango,377.4313663,Rain-fed,8.05048498,3.728592458,22.9345627,Peaty,Rabi,63356.85296
F1005,Mango,457.3903188,Flood,9.18327425,2.639640719,46.52584996,Peaty,Kharif,81651.62906
F1006,Mango,290.3402522,Manual,4.332089671,4.32094109,43.81465481,Loamy,Rabi,39730.15436
F1007,Mango,98.58472378,Manual,7.761510319,2.225287135,36.60582616,Loamy,Kharif,60804.97525
F1008,Mango,141.7108314,Rain-fed,9.072957604,1.257253648,36.88768936,Loamy,Kharif,63799.58921
F1009,Mango,107.3358427,Rain-fed,8.615117895,4.263989866,51.40255684,Silty,Zaid,44859.99492
F1010,Mango,130.9599435,Flood,2.645320497,2.970093342,27.8285056,Silty,Zaid,38089.08637
F1011,Mango,160.1435702,Flood,9.606626934,1.351381066,52.81013276,Loamy,Zaid,88549.46461
F1012,Mango,282.0155555,Rain-fed,4.390087964,3.741727994,45.94988456,Peaty,Rabi,65172.59548
F1013,Mango,298.1158984,Rain-fed,4.053165951,2.800011373,36.75879095,Loamy,Zaid,31006.68652
F1014,Mango,218.9848761,Flood,1.561881946,3.21940842,38.32114466,Silty,Kharif,86208.69109
F1015,Mango,311.5561821,Sprinkler,5.375562887,2.574042522,30.26588829,Peaty,Zaid,98655.56638
F1016,Mango,49.97171355,Flood,1.981122541,4.229190427,50.08457331,Silty,Zaid,72414.83368
F1017,Mango,53.01623616,Sprinkler,3.236858388,4.233032221,40.51498969,Peaty,Rabi,65259.5871
F1018,Mango,94.19643558,Manual,3.852483596,3.692249698,32.83418171,Silty,Rabi,91489.11041
F1019,Mango,263.857974,Manual,8.279436911,0.974306198,43.84200463,Peaty,Kharif,96676.17528
F1020,Mango,114.8573926,Flood,8.879397854,4.274842379,59.82937808,Peaty,Rabi,82817.58411
F1021,Mango,148.8093577,Sprinkler,3.722196857,3.519558412,37.41049119,Peaty,Zaid,61181.70508
F1022,Mango,206.1532897,Flood,8.728283091,3.636608747,56.82765603,Peaty,Rabi,71455.49795
F1023,Mango,407.8144008,Flood,8.715078436,2.133422782,33.8006736,Clay,Kharif,79065.47555
F1024,Mango,16.7924466,Sprinkler,7.881858553,4.456758003,22.18930828,Silty,Zaid,43599.14997
F1025,Mango,328.1956219,Flood,2.320256026,3.764172201,28.16968425,Silty,Kharif,61304.07226
F1026,Mango,337.7495002,Manual,7.212905622,1.006657099,36.74780573,Clay,Rabi,88087.48853
F1027,Mango,401.3413324,Rain-fed,9.505216581,2.335001155,28.78539714,Peaty,Rabi,75830.77439
F1028,Mango,467.0489401,Rain-fed,7.142864309,4.488711629,20.00908153,Peaty,Kharif,58784.2847
F1029,Mango,19.86754599,Flood,3.984551642,0.712385158,56.60006151,Silty,Zaid,76435.37738
F1030,Mango,85.3540157,Sprinkler,5.505213857,4.826374788,53.75517645,Clay,Rabi,38275.56885
F1031,Mango,444.2239341,Sprinkler,6.81152539,3.556231557,49.69168926,Peaty,Rabi,58104.83274
F1032,Mango,234.6740955,Manual,5.595133679,3.341191899,26.71258383,Peaty,Zaid,85518.99766
F1033,Mango,286.6494131,Sprinkler,2.079576476,1.717516654,24.81454305,Peaty,Rabi,45435.6151
F1034,Mango,334.8833298,Sprinkler,3.808576402,1.619563049,22.70418998,Loamy,Kharif,43017.30553
F1035,Mango,342.7426362,Manual,8.221564275,4.739261988,48.96116755,Clay,Rabi,96557.30619
F1036,Mango,466.5527976,Flood,8.752762415,1.842226044,57.15231843,Peaty,Rabi,44692.83407
F1037,Mango,498.5052145,Rain-fed,2.235700294,3.989773835,37.22143284,Loamy,Zaid,48264.30058
F1038,Mango,362.8771559,Manual,9.571480772,2.269048092,24.76562688,Clay,Kharif,97873.11572
F1039,Mango,150.7383925,Flood,3.959403561,1.126643319,40.49571283,Peaty,Zaid,81429.59992
F1040,Mango,441.0786771,Manual,6.960823649,0.54821884,33.9532763,Silty,Rabi,78971.75731
F1041,Mango,34.11824812,Flood,7.766426314,2.949158017,34.99299697,Loamy,Rabi,89704.84687
F1042,Mango,123.2296179,Manual,8.307516112,4.891004683,44.85322497,Loamy,Zaid,38107.61576
F1043,Mango,449.7190016,Flood,9.51174732,2.161112872,48.74872453,Peaty,Zaid,79416.93656
F1044,Mango,135.5338421,Manual,3.816275932,2.107365503,24.42414395,Peaty,Zaid,65258.20265
F1045,Mango,118.1190192,Flood,8.726558091,2.04841228,21.42360923,Loamy,Kharif,88040.54482
F1046,Mango,77.68139364,Manual,2.185182131,2.842447268,59.77321211,Silty,Rabi,65569.92031
F1047,Mango,430.9647612,Rain-fed,7.345368157,2.482991975,29.30913396,Silty,Zaid,73416.8948
F1048,Mango,255.028547,Rain-fed,7.677799566,4.45961582,22.153221,Clay,Rabi,63441.94885
F1049,Mango,340.6976695,Sprinkler,7.099509171,2.774843563,27.59501316,Peaty,Kharif,63471.12465
F1000,Mothbeans,386.3052893,Rain-fed,1.783983605,0.742018839,24.0551937,Loamy,Rabi,78644.28658
F1001,Mothbeans,317.9975363,Sprinkler,5.386459975,0.599386304,51.67565295,Silty,Kharif,30738.57857
F1002,Mothbeans,320.2989688,Sprinkler,7.222744518,2.110825375,52.46288017,Peaty,Rabi,57586.31069
F1003,Mothbeans,230.6384171,Sprinkler,3.355759901,2.001474008,39.29096,Clay,Kharif,89566.63296
F1004,Mothbeans,270.2436532,Manual,6.618166633,2.244628197,22.2924124,Clay,Rabi,54210.12006
F1005,Mothbeans,375.4016564,Rain-fed,8.464466351,1.122656904,26.98359405,Loamy,Zaid,32465.06215
F1006,Mothbeans,414.7110504,Manual,2.713032776,3.821757217,48.29705101,Clay,Kharif,82232.5747
F1007,Mothbeans,351.3150871,Rain-fed,9.254985326,4.356339866,48.4711178,Clay,Zaid,86142.67892
F1008,Mothbeans,462.7957645,Manual,5.982026794,4.724215859,55.93421101,Clay,Rabi,41241.55865
F1009,Mothbeans,411.9588032,Flood,3.693088039,2.715630366,43.30744586,Clay,Rabi,67613.83478
F1010,Mothbeans,285.313257,Sprinkler,4.877724478,3.653895646,24.96429471,Peaty,Rabi,43436.88073
F1011,Mothbeans,338.9889756,Sprinkler,3.809726954,4.349980055,24.85659622,Silty,Kharif,80346.40933
F1012,Mothbeans,463.8910557,Manual,7.526000439,2.38231,48.84529429,Peaty,Zaid,49008.53186
F1013,Mothbeans,313.3923417,Flood,8.166705971,1.892357577,27.3513866,Peaty,Kharif,52135.05858
F1014,Mothbeans,414.1554045,Sprinkler,8.496436531,4.715260501,33.13541998,Loamy,Kharif,89147.95975
F1015,Mothbeans,347.5171468,Rain-fed,9.871914246,2.82054448,39.48848028,Clay,Rabi,63342.56465
F1016,Mothbeans,280.4488169,Manual,8.121558632,2.73764249,20.9905951,Peaty,Zaid,76882.81159
F1017,Mothbeans,128.5007158,Sprinkler,6.412456636,1.302872435,29.95276108,Clay,Rabi,58166.11355
F1018,Mothbeans,218.7387845,Sprinkler,4.052982686,0.986697566,36.31558434,Peaty,Kharif,50860.48
F1019,Mothbeans,484.1939842,Manual,5.901359038,4.289480881,31.18545274,Peaty,Rabi,73783.46423
F1020,Mothbeans,332.3050378,Manual,1.369613555,3.263599293,25.4548131,Loamy,Zaid,40840.03019
F1021,Mothbeans,286.5537364,Rain-fed,7.70342568,1.966210628,49.12049031,Silty,Rabi,56109.98849
F1022,Mothbeans,467.1487465,Rain-fed,5.013599906,1.362812978,52.52590621,Silty,Zaid,44632.59262
F1023,Mothbeans,297.3907727,Sprinkler,1.180209068,2.999737761,30.29915905,Peaty,Zaid,78705.64769
